Source Name	Comment [GEO_sample]	Comment [ENA_SAMPLE]	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Characteristics [strain]	Characteristics[sex]	Characteristics [age]	Unit[time unit]	Characteristics[organism part]	Characteristics [cell type]	Characteristics [FACS marker]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[single cell isolation]	Comment[input molecule]	Comment[library construction]	Comment[end bias]	Comment[primer]	Comment[spike in]	Comment[spike in dilution]	Comment[LIBRARY_STRAND]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Comment [LIBRARY_SELECTION]	Comment [INSTRUMENT_MODEL]	Assay Name	Comment[technical replicate group]	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Technology Type	Protocol REF	Scan Name	Comment [ENA_RUN]	Comment [FASTQ_URI]	FactorValue[single cell identifier]	FactorValue [cell type]
HSPC_015	GSM2168361 1	SRS1455914	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_015	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168361 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168361	HSPC_015	SRX1784924	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558198	SRR3558198	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3558198/SRR3558198.fastq.gz	HSPC_015	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_016	GSM2166436 1	SRS1453995	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_016	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166436 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166436	HSPC_016	SRX1783005	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556279	SRR3556279	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3556279/SRR3556279.fastq.gz	HSPC_016	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_016	GSM2168362 1	SRS1455916	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_016	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168362 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168362	HSPC_016	SRX1784925	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558199	SRR3558199	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3558199/SRR3558199.fastq.gz	HSPC_016	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_017	GSM2166437 1	SRS1453996	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_017	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166437 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166437	HSPC_017	SRX1783006	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556280	SRR3556280	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3556280/SRR3556280.fastq.gz	HSPC_017	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_017	GSM2168363 1	SRS1455915	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_017	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168363 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168363	HSPC_017	SRX1784926	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558200	SRR3558200	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3558200/SRR3558200.fastq.gz	HSPC_017	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_018	GSM2166438 1	SRS1453997	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_018	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166438 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166438	HSPC_018	SRX1783007	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556281	SRR3556281	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3556281/SRR3556281.fastq.gz	HSPC_018	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_018	GSM2168364 1	SRS1455917	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_018	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168364 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168364	HSPC_018	SRX1784927	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558201	SRR3558201	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3558201/SRR3558201.fastq.gz	HSPC_018	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_019	GSM2166439 1	SRS1453998	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_019	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166439 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166439	HSPC_019	SRX1783008	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556282	SRR3556282	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3556282/SRR3556282.fastq.gz	HSPC_019	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_019	GSM2168365 1	SRS1455918	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_019	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168365 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168365	HSPC_019	SRX1784928	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558202	SRR3558202	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3558202/SRR3558202.fastq.gz	HSPC_019	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_020	GSM2166440 1	SRS1453999	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_020	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166440 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166440	HSPC_020	SRX1783009	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556283	SRR3556283	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/003/SRR3556283/SRR3556283.fastq.gz	HSPC_020	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_020	GSM2168366 1	SRS1455919	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_020	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168366 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168366	HSPC_020	SRX1784929	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558203	SRR3558203	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/003/SRR3558203/SRR3558203.fastq.gz	HSPC_020	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_021	GSM2166441 1	SRS1454000	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_021	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166441 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166441	HSPC_021	SRX1783010	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556284	SRR3556284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/004/SRR3556284/SRR3556284.fastq.gz	HSPC_021	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_021	GSM2168367 1	SRS1455920	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_021	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168367 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168367	HSPC_021	SRX1784930	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558204	SRR3558204	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/004/SRR3558204/SRR3558204.fastq.gz	HSPC_021	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_022	GSM2166442 1	SRS1454001	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_022	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166442 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166442	HSPC_022	SRX1783011	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556285	SRR3556285	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/005/SRR3556285/SRR3556285.fastq.gz	HSPC_022	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_022	GSM2168368 1	SRS1455921	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_022	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168368 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168368	HSPC_022	SRX1784931	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558205	SRR3558205	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/005/SRR3558205/SRR3558205.fastq.gz	HSPC_022	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_023	GSM2166443 1	SRS1454002	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_023	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166443 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166443	HSPC_023	SRX1783012	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556286	SRR3556286	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/006/SRR3556286/SRR3556286.fastq.gz	HSPC_023	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_023	GSM2168369 1	SRS1455922	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_023	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168369 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168369	HSPC_023	SRX1784932	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558206	SRR3558206	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/006/SRR3558206/SRR3558206.fastq.gz	HSPC_023	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_024	GSM2166444 1	SRS1454003	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_024	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166444 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166444	HSPC_024	SRX1783013	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556287	SRR3556287	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/007/SRR3556287/SRR3556287.fastq.gz	HSPC_024	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_024	GSM2168370 1	SRS1455923	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_024	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168370 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168370	HSPC_024	SRX1784933	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558207	SRR3558207	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/007/SRR3558207/SRR3558207.fastq.gz	HSPC_024	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_025	GSM2166445 1	SRS1454004	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_025	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166445 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166445	HSPC_025	SRX1783014	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556288	SRR3556288	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3556288/SRR3556288.fastq.gz	HSPC_025	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_025	GSM2168371 1	SRS1455925	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_025	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168371 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168371	HSPC_025	SRX1784934	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558208	SRR3558208	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3558208/SRR3558208.fastq.gz	HSPC_025	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_026	GSM2166446 1	SRS1454005	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_026	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166446 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166446	HSPC_026	SRX1783015	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556289	SRR3556289	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3556289/SRR3556289.fastq.gz	HSPC_026	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_026	GSM2168372 1	SRS1455924	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_026	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168372 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168372	HSPC_026	SRX1784935	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558209	SRR3558209	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3558209/SRR3558209.fastq.gz	HSPC_026	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_027	GSM2166447 1	SRS1454006	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_027	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166447 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166447	HSPC_027	SRX1783016	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556290	SRR3556290	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3556290/SRR3556290.fastq.gz	HSPC_027	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_027	GSM2168373 1	SRS1455926	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_027	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168373 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168373	HSPC_027	SRX1784936	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558210	SRR3558210	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3558210/SRR3558210.fastq.gz	HSPC_027	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_028	GSM2166448 1	SRS1454007	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_028	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166448 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166448	HSPC_028	SRX1783017	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556291	SRR3556291	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3556291/SRR3556291.fastq.gz	HSPC_028	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_028	GSM2168374 1	SRS1455927	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_028	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168374 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168374	HSPC_028	SRX1784937	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558211	SRR3558211	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3558211/SRR3558211.fastq.gz	HSPC_028	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_029	GSM2166449 1	SRS1454008	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_029	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166449 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166449	HSPC_029	SRX1783018	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556292	SRR3556292	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3556292/SRR3556292.fastq.gz	HSPC_029	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_029	GSM2168375 1	SRS1455928	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_029	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168375 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168375	HSPC_029	SRX1784938	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558212	SRR3558212	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3558212/SRR3558212.fastq.gz	HSPC_029	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_030	GSM2166450 1	SRS1454009	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_030	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166450 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166450	HSPC_030	SRX1783019	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556293	SRR3556293	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/003/SRR3556293/SRR3556293.fastq.gz	HSPC_030	hematopoietic stem cell and hematopoietic multipotent progenitor cell
