Assay,Sample Characteristic[organism],Sample Characteristic Ontology Term[organism],Sample Characteristic[strain],Sample Characteristic Ontology Term[strain],Sample Characteristic[sex],Sample Characteristic Ontology Term[sex],Sample Characteristic[age],Sample Characteristic Ontology Term[age],Sample Characteristic[organism part],Sample Characteristic Ontology Term[organism part],Sample Characteristic[cell type],Sample Characteristic Ontology Term[cell type],Sample Characteristic[facs marker],Sample Characteristic Ontology Term[facs marker],Factor Value[single cell identifier],Factor Value Ontology Term[single cell identifier],Factor Value[cell type],Factor Value Ontology Term[cell type]
HSPC_061,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_061,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_062,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_062,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_063,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_063,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_064,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_064,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_065,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_065,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_066,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_066,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_067,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_067,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_068,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_068,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_069,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_069,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_070,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_070,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_071,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_071,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_072,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_072,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_073,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_073,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_074,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_074,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_075,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_075,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_076,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_076,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_077,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_077,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_078,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_078,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_079,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_079,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_080,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_080,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_081,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_081,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_082,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_082,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_083,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_083,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_084,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_084,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_085,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_085,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_086,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_086,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_087,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_087,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_088,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_088,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_089,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_089,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_090,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_090,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_091,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_091,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_092,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_092,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_093,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_093,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_094,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_094,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_095,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_095,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_096,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_096,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_097,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_097,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_098,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_098,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_099,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_099,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_100,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_100,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_101,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_101,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_102,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_102,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_103,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_103,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_104,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_104,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_105,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_105,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_106,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_106,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_107,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_107,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_108,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_108,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
HSPC_109,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,hematopoietic stem cell and hematopoietic multipotent progenitor cell,Lin- Sca1+ c-Kit+,HSPC_109,hematopoietic stem cell and hematopoietic multipotent progenitor cell,,,,,
